,City,Country,Lat,Lng,Humidity,Cloudiness,Max Temperature,Wind Speed,Date
358,Ucluelet,CA,48.9329,-125.5528,79,95,69.04,1.01,1628291000
359,Igrim,RU,63.1906,64.4162,96,100,61.16,3.87,1628291001
360,Nizhniy Tsasuchey,RU,50.5167,115.1333,58,45,68.09,6.17,1628291004
361,Jadu,LY,31.953,12.0261,39,0,82.71,9.42,1628291006
362,Sarab,IR,38.6066,44.9883,44,99,77.05,4.0,1628291008
363,Kumluca,TR,36.3703,30.2869,47,16,84.52,1.45,1628291009
364,Hanting,CN,36.7708,119.2108,89,100,76.42,2.3,1628291011
365,Puerto Cabezas,NI,14.0351,-83.3888,84,99,80.33,9.89,1628291013
366,Padang,ID,-0.9492,100.3543,84,95,77.85,4.36,1628290867
367,Shenzhen,CN,22.5455,114.0683,96,99,85.1,2.71,1628290841
368,Todos Santos,MX,23.45,-110.2167,79,24,90.1,7.27,1628291017
369,Kindu,CD,-2.95,25.95,54,96,78.46,2.21,1628291018
370,Atambua,ID,-9.1061,124.8925,73,40,71.02,6.35,1628291020
371,Leningradskiy,RU,69.3833,178.4167,84,100,36.45,6.6,1628291022
372,Srednekolymsk,RU,67.45,153.6833,81,100,47.89,8.95,1628291023
373,Avera,US,33.194,-82.5271,78,97,79.92,3.47,1628290453
374,Praia,CV,14.9215,-23.5087,83,75,77.54,6.91,1628291026
375,Wertheim am Main,DE,49.7575,9.5094,87,100,60.96,4.88,1628291028
376,Cameron Park,US,38.6688,-120.9872,11,0,92.64,8.12,1628291029
377,Dunedin,NZ,-45.8742,170.5036,67,35,43.81,25.99,1628290886
378,Solhan,TR,38.9634,41.0293,50,98,71.47,7.05,1628291032
379,Lithgow,AU,-33.4833,150.15,75,19,43.86,6.53,1628291034
380,Vargem Grande do Sul,BR,-21.8322,-46.8936,54,97,66.43,4.72,1628291035
381,Cayenne,GF,4.9333,-52.3333,87,75,80.64,3.44,1628291038
382,Rocha,UY,-34.4833,-54.3333,95,0,56.44,6.76,1628290467
383,Boende,CD,-0.2167,20.8667,87,98,73.35,3.0,1628291041
384,Eilat,IL,29.5581,34.9482,40,0,87.64,0.0,1628291043
385,Powell River,CA,49.8496,-124.5361,63,90,70.0,4.61,1628290951
386,Salalah,OM,17.0151,54.0924,100,90,77.09,5.75,1628291046
387,Laas,IT,46.6166,10.7002,95,50,61.54,3.33,1628291049
388,Broken Hill,AU,-31.95,141.4333,60,0,51.82,2.59,1628291050
389,Quelimane,MZ,-17.8786,36.8883,93,0,66.18,3.53,1628291052
390,Margate,GB,51.3813,1.3862,84,5,60.51,3.0,1628291053
391,Fort Nelson,CA,58.8053,-122.7002,72,90,65.79,11.5,1628290809
392,Port Hardy,CA,50.6996,-127.4199,100,90,55.58,6.91,1628290809
393,Paringao,PH,16.5717,120.3242,83,100,81.93,12.19,1628291057
394,Plover,US,44.4564,-89.544,55,1,83.03,1.01,1628290786
395,Haines Junction,CA,60.7522,-137.5108,89,100,56.84,4.29,1628291060
396,Yenagoa,NG,4.9247,6.2642,94,100,73.96,3.89,1628291062
397,Pacific Grove,US,36.6177,-121.9166,81,35,98.15,5.01,1628290819
398,Ancud,CL,-41.8697,-73.8203,77,74,44.13,11.41,1628291066
399,Verkhoyansk,RU,67.5447,133.385,42,93,62.01,1.81,1628291068
400,Prince Rupert,CA,54.3161,-130.3201,82,90,60.89,5.75,1628291070
401,Buala,SB,-8.145,159.5921,68,30,82.58,10.83,1628291072
402,Kalemie,CD,-5.9475,29.1947,54,9,72.61,2.46,1628291073
403,Mkushi,ZM,-13.6202,29.3939,49,0,57.58,5.32,1628291075
404,Tianpeng,CN,30.9866,103.9393,83,100,72.9,7.11,1628291076
405,Port-Cartier,CA,50.0334,-66.8654,64,74,64.92,11.41,1628290865
406,Linqiong,CN,30.4159,103.4609,80,100,76.69,1.88,1628291079
407,Wyndham,US,37.6985,-77.6125,61,1,85.68,1.01,1628291081
408,Miajadas,ES,39.1513,-5.9084,53,1,71.78,7.52,1628291082
409,Estepona,ES,36.4276,-5.1459,40,0,87.71,9.8,1628291084
410,Hobyo,SO,5.3505,48.5268,78,99,75.6,27.72,1628291086
411,Itoman,JP,26.1247,127.6694,92,75,84.58,18.41,1628291087
412,Savannakhet,LA,16.566,104.751,88,96,77.18,10.76,1628291089
413,Santa Maria,BR,-29.6842,-53.8069,77,95,62.17,5.88,1628291090
414,Perth,AU,-31.9333,115.8333,53,0,57.38,5.75,1628290805
415,Moose Factory,CA,51.2585,-80.6094,66,92,52.32,6.15,1628291093
416,Trelew,AR,-43.249,-65.3051,35,100,59.74,8.79,1628291095
417,Pyshchug,RU,58.8873,45.7134,84,100,56.25,5.17,1628291096
418,Mocuba,MZ,-16.8392,36.9856,95,0,63.97,1.54,1628291098
419,Qaqortoq,GL,60.7167,-46.0333,76,9,52.3,3.02,1628291100
420,Puerto Lumbreras,ES,37.5633,-1.8097,43,0,83.98,1.79,1628291101
421,Jaca,ES,42.569,-0.5499,73,8,68.2,3.22,1628291103
422,Auki,SB,-8.7676,160.7034,62,16,83.03,5.48,1628291108
423,Port Macquarie,AU,-31.4333,152.9167,62,0,57.88,2.17,1628291110
424,Arawa,PG,-6.2132,155.5367,73,97,83.35,2.93,1628291111
425,Outjo,NA,-20.1167,16.15,30,0,59.23,3.6,1628291113
426,Kjøllefjord,NO,70.9457,27.3465,75,38,56.7,8.63,1628291115
427,Bandarbeyla,SO,9.4942,50.8122,81,100,75.34,28.52,1628291116
428,Brookhaven,US,31.5791,-90.4407,59,43,86.72,1.77,1628291118
429,Yaan,NG,7.3833,8.5667,95,94,72.01,4.81,1628291119
430,Venice,US,27.0998,-82.4543,73,1,90.16,8.99,1628291121
431,Vestmannaeyjar,IS,63.4427,-20.2734,88,18,53.96,2.77,1628291122
432,Diamantino,BR,-14.4086,-56.4461,29,78,80.13,4.41,1628291124
433,Buluang,PH,13.3068,123.3425,79,100,82.96,5.93,1628291125
434,Golyshmanovo,RU,56.3979,68.3728,98,95,62.33,11.79,1628291127
435,San Patricio,US,28.017,-97.5169,55,66,91.49,12.24,1628291129
436,Haicheng,CN,40.8516,122.7475,83,10,73.06,2.19,1628291131
437,Pangody,RU,65.85,74.4859,72,3,63.91,8.66,1628291132
438,São José da Coroa Grande,BR,-8.8978,-35.1478,83,27,74.17,14.07,1628291134
439,Tortolì,IT,39.9256,9.6572,53,24,76.82,3.53,1628291135
440,Slave Lake,CA,55.2834,-114.769,94,90,57.18,5.75,1628290950
441,Velký Týnec,CZ,49.5499,17.3336,95,6,61.9,2.84,1628291138
442,Tshikapa,CD,-6.4167,20.8,26,4,74.37,2.15,1628291140
443,Kushmurun,KZ,52.4503,64.6311,87,100,61.68,9.91,1628291141
444,Itarema,BR,-2.9248,-39.9167,72,13,79.2,18.41,1628291144
445,Alta Floresta,BR,-9.8756,-56.0861,30,42,80.37,4.52,1628291146
446,Lima,PE,-12.0432,-77.0282,77,90,61.05,11.5,1628291148
447,Collingwood,CA,44.4834,-80.2164,78,88,77.83,13.11,1628291149
448,Warrington,GB,53.3925,-2.5802,83,62,59.99,1.99,1628291151
449,Barinitas,VE,8.7622,-70.4111,87,51,72.34,0.98,1628291152
450,Pinheiral,BR,-22.5128,-44.0006,92,100,59.58,3.11,1628291154
451,Cleethorpes,GB,53.5605,-0.0323,85,26,59.05,15.32,1628291156
452,Yangi Marg`ilon,UZ,40.4272,71.7189,54,86,74.62,3.33,1628291157
453,Bullhead City,US,35.1478,-114.5683,10,1,114.12,18.41,1628291159
454,Chulym,RU,55.0997,80.9572,97,36,56.64,5.84,1628291162
455,Collierville,US,35.042,-89.6645,69,40,87.24,6.91,1628291164
456,Christchurch,NZ,-43.5333,172.6333,78,75,49.91,4.0,1628291166
457,Tashara,RU,55.5195,83.5094,95,100,60.24,1.9,1628291167
458,Shihezi,CN,44.3,86.0333,32,1,72.73,6.58,1628291169
459,Cockburn Town,TC,21.4612,-71.1419,78,7,82.38,16.91,1628290942
460,San Quintín,MX,30.4833,-115.95,68,1,74.57,9.37,1628291172
461,Madang,PG,-5.2246,145.7966,87,100,79.12,3.62,1628291173
462,Independence,US,39.0911,-94.4155,61,1,90.45,1.99,1628291175
463,Tarko-Sale,RU,64.9225,77.785,66,3,63.3,8.32,1628291176
464,Guangzhou,CN,23.1167,113.25,87,100,82.87,3.44,1628291101
465,Meadow Lake,US,34.8014,-106.5436,33,47,92.68,8.63,1628291179
466,Verāval,IN,20.9,70.3667,83,100,81.19,11.52,1628291181
467,Antipovka,RU,49.8299,45.3122,37,78,68.36,7.43,1628291183
468,Siguiri,GN,11.6667,-9.5,92,63,72.37,4.45,1628291184
469,Andenes,NO,69.3143,16.1194,87,75,59.47,8.05,1628290990
470,Pionki,PL,51.476,21.4499,64,100,57.81,15.82,1628291187
471,Kolvereid,NO,64.8655,11.6047,63,62,59.63,8.52,1628291189
472,Itaparica,BR,-12.8883,-38.6786,82,76,75.13,18.72,1628291100
473,Necochea,AR,-38.5473,-58.7368,81,94,55.04,9.91,1628291194
474,Gari,RU,59.4307,62.3497,86,58,52.88,6.17,1628291195
475,Koshurnikovo,RU,54.1667,93.3,97,95,54.57,1.03,1628291197
476,Lagoa,PT,39.05,-27.9833,69,72,68.76,17.76,1628291199
477,Córdoba,AR,-31.4135,-64.1811,23,27,70.75,7.0,1628290923
478,Arlit,NE,18.7369,7.3853,28,53,96.26,15.32,1628291201
479,Cairns,AU,-16.9167,145.7667,63,73,74.1,11.5,1628291203
480,Jardim,BR,-21.4803,-56.1381,30,95,74.37,3.44,1628290950
481,Nola,IT,40.922,14.5329,82,7,77.16,1.97,1628291206
482,Neyshabur,IR,36.2133,58.7958,21,0,75.83,3.53,1628291208
483,Bonfim,BR,3.0833,-59.95,81,31,78.12,1.28,1628291209
484,Plettenberg Bay,ZA,-34.0527,23.3716,88,4,55.51,4.47,1628291211
485,Wawa,NG,9.9022,4.4192,91,84,74.07,5.88,1628291212
486,Yuanli,TW,24.4397,120.6535,100,90,80.24,26.46,1628291214
487,Nishihara,JP,26.1842,127.7558,94,75,83.86,16.11,1628291215
488,San Cristobal,VE,7.7669,-72.225,89,32,80.78,4.56,1628291217
489,Abū Zabad,SD,12.35,29.25,82,87,74.5,8.16,1628291218
490,Mount Isa,AU,-20.7333,139.5,31,0,62.37,16.11,1628291220
491,Arrondissement de Bastia,FR,42.6667,9.3333,74,0,73.29,2.3,1628291222
492,Olinda,BR,-8.0089,-34.8553,78,40,76.73,13.8,1628291223
493,Coquimbo,CL,-29.9533,-71.3436,90,60,54.54,3.31,1628290996
494,Katangli,RU,51.7102,143.2326,94,100,52.03,18.03,1628291226
495,Yaizu,JP,34.8667,138.3333,78,75,87.1,9.22,1628291228
496,Nuevo Progreso,MX,23.1667,-97.95,53,0,94.59,3.0,1628291229
497,Tevaitoa,PF,-16.7833,-151.5,70,12,78.76,8.99,1628291231
498,Dumai,ID,1.6833,101.45,89,95,75.02,2.13,1628291232
499,Vostok,RU,46.4856,135.8833,88,100,70.81,1.01,1628291234
500,La Cruz,MX,23.9167,-106.9,74,96,88.47,7.0,1628291236
501,Honghu,CN,29.8206,113.4621,91,5,78.73,5.12,1628291237
502,Taltal,CL,-25.4,-70.4833,78,22,57.47,4.83,1628291240
503,Conde,BR,-7.2597,-34.9075,83,75,76.46,9.22,1628291243
504,Ouésso,CG,1.6136,16.0517,98,99,70.23,2.73,1628291245
505,Olafsvik,IS,64.8945,-23.7142,87,70,52.29,3.67,1628291246
506,Pemangkat,ID,1.1667,108.9667,84,95,78.04,5.06,1628291248
507,Ituverava,BR,-20.3394,-47.7806,46,100,71.4,6.58,1628291250
508,Callaway,US,30.153,-85.5699,66,1,86.97,4.0,1628291252
509,Thinadhoo,MV,0.5333,72.9333,70,100,81.72,8.16,1628291253
510,Okhotsk,RU,59.3833,143.3,53,23,60.57,7.61,1628291255
511,Altay,CN,47.8667,88.1167,59,4,55.08,3.87,1628291256
512,Waipawa,NZ,-41.4122,175.5153,74,51,54.03,6.67,1628291258
513,Grand Gaube,MU,-20.0064,57.6608,72,46,69.39,5.99,1628291260
514,Ust-Kuyga,RU,70.0167,135.6,51,1,58.15,3.56,1628291261
515,Terrace Bay,CA,48.7834,-87.1,75,80,63.99,1.28,1628291266
516,Hailar,CN,49.2,119.7,69,19,63.68,6.46,1628291267
517,Severomuysk,RU,56.1481,113.4267,79,14,51.62,1.83,1628291269
518,Seymchan,RU,62.8833,152.4333,66,74,53.19,7.58,1628291270
519,Gornopravdinsk,RU,60.05,69.9,85,40,58.75,3.58,1628291272
520,Udimskiy,RU,61.1417,45.9144,73,99,51.89,4.7,1628291273
521,Kaoma,ZM,-14.7833,24.8,30,0,55.92,5.68,1628291275
522,Grindavik,IS,63.8424,-22.4338,93,75,52.56,1.14,1628291277
523,Ambilobe,MG,-13.2,49.05,88,2,64.63,3.49,1628291280
524,Ridgeland,US,32.4285,-90.1323,60,1,87.15,4.61,1628291133
525,La Gomera,GT,14.0833,-91.05,78,100,87.51,5.14,1628291282
526,Paramonga,PE,-10.6667,-77.8333,80,7,64.76,11.12,1628291284
527,Dingle,PH,10.9995,122.6711,83,71,80.1,6.58,1628291286
528,Banda Aceh,ID,5.5577,95.3222,79,98,79.39,8.72,1628291287
529,Bidhūna,IN,26.8022,79.5088,84,98,81.95,5.84,1628291229
530,Wanning,CN,18.8003,110.3967,83,96,81.61,10.87,1628291290
531,Darhan,MN,49.4867,105.9228,93,67,61.16,1.79,1628291292
532,Gondanglegi,ID,-7.7479,112.0132,88,31,73.35,1.7,1628291293
533,Kahului,US,20.8947,-156.47,68,40,87.82,21.85,1628291067
534,Caeté,BR,-19.88,-43.6697,70,97,63.63,3.62,1628291296
535,Comodoro Rivadavia,AR,-45.8667,-67.5,43,0,48.06,8.05,1628291196
536,Kosonsoy,UZ,41.2561,71.5508,43,100,70.36,6.71,1628291299
537,Maningrida,AU,-12.0667,134.2667,61,73,67.71,14.12,1628291301
538,Coffs Harbour,AU,-30.3,153.1333,77,1,57.16,3.44,1628291127
539,Vangaindrano,MG,-23.35,47.6,88,29,61.7,3.94,1628291304
540,Santa Isabel,BR,-23.3156,-46.2214,94,86,65.66,3.44,1628291305
541,Pulaski,US,34.7668,-92.3001,56,75,86.2,4.0,1628291307
542,Province of Mantua,IT,45.1667,10.7833,79,9,73.74,5.77,1628291308
543,Mahajanga,MG,-15.7167,46.3167,88,20,66.22,5.75,1628291310
544,San Pedro de Cajas,PE,-11.2511,-75.8617,76,76,42.1,8.41,1628291312
545,Chino Valley,US,34.7575,-112.4538,27,40,96.15,3.0,1628291314
546,Sørland,NO,67.667,12.6934,78,88,55.76,4.38,1628291315
547,Ingham,US,42.6,-84.3833,88,40,78.22,4.61,1628291288
548,Hervey Bay,AU,-25.2986,152.8535,79,31,60.91,3.0,1628291319
549,Sūsangerd,IR,31.5608,48.1831,18,36,95.02,4.09,1628291321
550,Daru,PG,-9.0763,143.2092,79,100,76.28,15.64,1628291324
551,Talaya,RU,61.3833,152.75,88,100,44.64,6.24,1628291325
552,Sitka,US,57.0531,-135.33,72,90,62.49,4.61,1628291204
553,Praia da Vitória,PT,38.7333,-27.0667,75,67,70.75,15.14,1628291328
554,Sinnamary,GF,5.3833,-52.95,85,43,77.2,3.02,1628291330
555,Yichun,CN,47.7,128.9,84,81,67.46,1.03,1628291331
556,Goderich,CA,43.7501,-81.7165,77,77,81.91,10.18,1628291333
557,Boyolangu,ID,-8.1181,111.8935,93,38,73.4,1.99,1628291335
558,Palmer,US,42.1584,-72.3287,50,40,84.31,4.61,1628291336
559,Salym,RU,60.0625,71.4789,90,24,59.32,4.14,1628291338
560,Dauphin,CA,51.1494,-100.0502,31,100,86.23,11.63,1628291339
561,Alofi,NU,-19.0595,-169.9187,71,17,75.33,6.29,1628291341
562,Mayo,US,38.8876,-76.5119,63,1,87.57,8.01,1628291342
563,Mezen',RU,65.8522,44.24,88,28,46.02,2.62,1628291344
564,Pimentel,PE,-6.8367,-79.9342,78,0,66.49,5.01,1628291345
565,Swan Hill,AU,-35.3378,143.5544,57,100,53.64,6.51,1628291350
566,Bria,CF,6.5423,21.9863,98,100,68.83,3.31,1628291351
567,Amboasary,MG,-25.0333,46.3833,78,0,63.7,4.7,1628291353
568,São João do Piauí,BR,-8.3581,-42.2467,46,59,81.3,12.8,1628291354
569,Kilrush,IE,52.6397,-9.4833,95,100,58.87,22.86,1628291356
570,Camacha,PT,33.0833,-16.3333,88,40,70.56,12.66,1628291358
571,Poronaysk,RU,49.2167,143.1167,91,100,62.6,7.63,1628291359
572,Morrinhos,BR,-17.7311,-49.0994,48,100,69.31,8.66,1628291361
573,Līvāni,LV,56.3543,26.1758,99,100,61.25,8.25,1628291362
574,Omboué,GA,-1.5746,9.2618,83,67,74.55,8.57,1628291364
575,Half Moon Bay,US,37.4636,-122.4286,66,1,96.75,10.36,1628291365
576,Havre-St-Pierre,CA,50.2334,-63.5986,85,28,64.04,7.99,1628291367
577,Bokaro Steel City,IN,23.7833,85.9667,74,100,83.91,3.85,1628291368
578,Santa Margherita Ligure,IT,44.3346,9.212,84,10,75.13,1.01,1628291370
579,Ginda,IN,30.6945,78.4932,86,5,63.64,4.05,1628291372
580,Walvis Bay,NA,-22.9575,14.5053,62,3,54.09,6.15,1628291247
581,Las Vegas,US,36.175,-115.1372,3,1,108.28,18.41,1628291119
582,Bétérou,BJ,9.1992,2.2586,95,97,72.43,4.36,1628291377
583,Bocas del Toro,PA,9.3333,-82.25,77,73,83.07,5.97,1628291378
584,Ixtapa,MX,20.7,-105.2,79,90,84.22,9.22,1628291380
585,Bud,US,39.447,-86.1758,61,97,84.24,4.05,1628291381
586,Smirnykh,RU,49.75,142.8333,96,98,61.56,4.12,1628291383
587,Benalla,AU,-36.55,145.9833,76,100,49.75,3.89,1628291384
588,Victor Harbor,AU,-35.5667,138.6167,77,100,54.46,5.39,1628291386
